Antennae,Arms,Eyes,Legs,Mouth,Pattern,Correct,Response,rt,rules_set,item_name,id,condition,planet_permutation,planet_reverse_permutation,age,gender,education,in_training,training_program,backstory_readtime,rules_readtime,pre_example_readtime,rules_repetition,intermediate_readtime,second_rules_readtime,presurvey_readtime,difficulty,demand,attentive,undisturbed,particularities,presumptions,planet1rules,planet2rules,planet3rules,planet4rules,correctness
0,0,2,6,No teeth,Stripes,4,4,4661,ruleset2c,interference_old_p4,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",True
1,2,3,0,No teeth,Points,4,4,2638,ruleset2c,interference_new_p4,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",True
1,4,3,4,Teeth,Stripes,3,3,1829,ruleset2c,decoy,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",True
2,4,2,0,No teeth,None,2,2,4930,ruleset2c,decoy,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",True
0,0,3,6,Teeth,Points,1,1,3044,ruleset2c,test_learning_p1,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",True
0,2,1,6,No teeth,Points,1,1,1234,ruleset2c,interference_new_p1,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",True
0,2,2,4,No teeth,Stripes,4,2,2359,ruleset2c,test_memory_p4,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",False
1,2,2,6,No teeth,Stripes,4,4,2094,ruleset2c,interference_old_p4,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",True
2,4,3,6,No teeth,None,2,1,3270,ruleset2c,decoy,WBSEBWVRSW,2,"{""1"":1,""2"":3,""3"":4,""4"":2}","{""1"":1,""2"":4,""3"":2,""4"":3}",23,female,university,False,,17354,75669,11835,6446,1420,44039,3411,4,4,5,True,None that I notices,No,"An alien comes from Sala if it...
- Has 2 antennae and 2 arms
Or
- Is dotted and has 6 legs","An alien comes from Kemi if it...
- has 2 antennae and 4 arms","An alien comes from Laru if...
- It has stripes and 3 eyes","An alien comes from Diro if...
- it has stripes and 2 eyes 
Or
- it is dotted and has no legs",False
2,2,3,4,None,None,1,3,11259,example_1,example_1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,False
2,4,2,2,No teeth,None,2,1,16304,example_2,example_2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,False
1,2,3,6,Teeth,Stripes,3,3,12331,example_3,example_3,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,0,2,0,Teeth,Stripes,4,3,4190,example_4,example_4,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,False
0,2,2,2,None,Stripes,4,4,7800,ruleset1,training_4,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
1,2,3,4,Teeth,Stripes,3,3,15320,ruleset1,training_3,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
1,2,3,0,Teeth,Stripes,3,3,5302,ruleset1,training_3,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
1,4,2,6,Teeth,Stripes,4,4,4257,ruleset1,training_4,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,3,2,No teeth,None,2,2,6034,ruleset1,training_2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,2,0,Teeth,None,2,2,2001,ruleset1,training_2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,4,3,6,None,Stripes,3,3,2792,ruleset1,training_3,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,3,6,No teeth,None,2,2,3587,ruleset1,training_2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,3,0,No teeth,None,1,1,4509,ruleset1,training_1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,3,0,Teeth,None,1,1,6174,ruleset1,training_1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,0,2,4,No teeth,Stripes,4,3,3873,ruleset1,training_4,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,False
2,2,3,0,Teeth,None,1,1,5488,ruleset1,training_1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
1,4,3,6,Teeth,Stripes,3,3,4797,ruleset1,training_3,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
1,2,2,2,Teeth,Stripes,4,4,4518,ruleset1,training_4,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,2,0,No teeth,None,1,1,5057,ruleset1,training_1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,2,0,None,None,1,1,1697,ruleset1,training_1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,3,0,None,None,2,2,3719,ruleset1,training_2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,0,2,6,No teeth,Stripes,4,4,4387,ruleset1,training_4,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,1,2,Teeth,None,2,1,2775,ruleset1,training_2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,False
0,0,3,6,No teeth,Stripes,3,3,2623,ruleset1,training_3,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,0,2,4,Teeth,None,1,1,4615,ruleset2a,test_learning_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,1,0,Teeth,None,1,1,2812,ruleset2a,interference_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,0,3,0,No teeth,None,2,2,3015,ruleset2a,test_learning_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,0,3,0,Teeth,None,1,1,1198,ruleset2a,test_learning_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,3,2,No teeth,None,2,2,2039,ruleset2a,interference_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,2,2,4,No teeth,Stripes,4,4,5547,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,2,0,Teeth,None,1,1,5343,ruleset2a,upper_bound_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,0,3,4,Teeth,None,1,1,1769,ruleset2a,test_learning_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,4,3,0,Teeth,Stripes,3,3,5172,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,2,0,Teeth,None,1,1,6101,ruleset2a,interference_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,2,0,No teeth,None,2,2,1430,ruleset2a,upper_bound_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,3,0,No teeth,None,2,2,3390,ruleset2a,upper_bound_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,4,3,0,Teeth,None,1,1,1130,ruleset2a,interference_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,0,2,6,None,Stripes,4,4,2947,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,3,2,Teeth,None,1,1,2046,ruleset2a,upper_bound_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,1,0,No teeth,None,2,2,883,ruleset2a,interference_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,0,3,0,None,Stripes,3,3,1734,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
1,4,2,4,Teeth,Stripes,4,3,3920,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,False
1,0,3,0,Teeth,Stripes,3,3,6842,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
0,2,2,4,Teeth,Stripes,4,4,1385,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,0,1,4,No teeth,None,2,2,1829,ruleset2a,test_learning_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,2,4,Teeth,None,1,1,940,ruleset2a,upper_bound_p1,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
1,4,2,6,No teeth,Stripes,4,4,4254,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
1,4,3,0,Teeth,Stripes,3,3,2628,ruleset2a,decoy,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,0,2,2,No teeth,None,2,2,1374,ruleset2a,test_learning_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
2,2,1,6,No teeth,None,2,2,1695,ruleset2a,interference_p2,WGSUOYLGLH,0,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",22,female,high,False,,42602,29285,11042,74894,2356,34695,6553,4,4,5,True,,If the counting the number of arms is easier or harder than absence of teeth?,If it has 2 antenna and teeth,When it has 2 antenna and no teeth,If it has stripes and 3 eyes,If it has stripes and 2 eyes,True
